"row ID","X1","X2","gender"
"0006f9d7d8800b5370ec8cd75dde5d644885aa0b",0.40567649568836,50.0985563594839,"M"
"0007b9c634f5a1116e74786e443a73d3b8d648ff",0.016394425741365,40.0285234080455,"F"
"000b393b5d5c46ea2b3b854bc6587cb6b69036f5",0.0437159517961156,43.6346309995745,"F"
"001af7c08050a84943deba69b20bebe96a9f2d46",0.038177584372181,58.8118718229325,"F"
"0021182c91f1d5e5f0cbe1c3c04c69163d983c09",0.330204298246052,64.9717493408089,"F"
"002994669ff026b760f167938b8d31096bd607b0",6.43301157739043,43.4050765196276,"F"
"002a600a67819e5daf9f134ee41ac28c00046c1f",2.06248097267223,14.3414792933272,"M"
"002b32cf3dba943f471c10f7b3bbd25f7a4da6e4",0.00299036375692573,55.2528096609694,"F"
"002f7f9ac130e23546940de1e2bba265c31f6fbd",0,59.9807445142313,"M"
"0031af23828e38f1dfbc9b23571af8df46341b53",0.0852331203945734,53.7825982386486,"M"
"00425775f174b5ea8dc2df449aa73fd0a86f673f",0,26.6172745107763,"M"
"00428176a5562a9df95ddcf00dba01739532c2d4",0.0878706377662798,63.8918711663283,"M"
"0055d2e18bbfac5f1480235ca9128b134688f156",0.1777801927932,38.6921738269725,"M"
"005d3c3ddae93fe682db08f0d92a14bc30508339",0,38.6996130001539,"M"
"00623ee783518c5d3d642d4092206b0bd183ac4a",0.078139738271591,70.1809521603492,"M"
"00697edd72e6fd237d2c38b73dce18b32d6184fd",0.521517126155638,122.945086592588,"F"
"006e808ee00ede7d08c9c5d8cb6b62b17610e1dc",0,64.0259789898703,"F"
"007895ccc74f210266ae6453c25f1c8be21dd7d8",0.0504024767230628,28.7331892303807,"M"
"0079c4b42943bffa75f9668658a5d96660a6c959",0.153552600472154,70.3204605693371,"F"
"00860d1f86e23f53f1cf6f4c88123d6370e05178",7.2494607338733,33.364638052224,"M"
"008d5c908175dfb4a2c441f9f4e7eadde315a19f",1.26122824010197,22.3514306061945,"M"
"008f16581c10fdcf3a4bfb5f91e5eb2de337a347",0,6.05533387046085,"F"
"009223ada3a7f1467b06ee9d01cbff4437e564e2",0.366690074224788,47.2755507331379,"F"
"009672f773369090fc3ebdc837efd01f2ca34594",0.672814431775112,58.6231215688895,"M"
"009cbdf324e8a83708e2b6d25494551eee10b7b6",0.503309742151578,40.9805861153962,"F"
"00a30e0da651f2552db400222313b8ba8ff3b609",7.46499468115013,22.3773438475297,"M"
"00a6fd7c309f8d12bfd39e76e6f8ba852d665ad8",0.0919463660130915,46.9032599103902,"F"
"00ac72f2dc10bcc23c04ef6d931e97c1f91153e2",0.0606243665442513,48.4574586051648,"M"
"00ac9fc441f16e4d797b7edfa5867958e3936a88",0.0530977111646203,23.6200884009815,"F"
"00af292e56079b27a4fbab9d4e2a61e7fabd2cc7",0.155391874517758,55.6721059927245,"F"
"00af5a1c437d4de80d292cdcd1334eea70e5f6f2",0.398518790216119,70.2633446763006,"M"
"00b129689061d38179bda5feeb05e67b33a5b060",0.220486593309143,29.44971756922,"F"
"00b2aec43979d03cb0fa49acacef2211f3f9908d",0.0222647224552303,54.2722915738838,"F"
"00b8a4939f14e1243022f638143bee9a3defb4c8",3.3017459749068,33.1146314852038,"M"
"00c92bc5c5165c4b2c0d0053eb5178b29a13f68c",0.0697310158995881,32.0673518802924,"M"
"00cf1d0df23040b8702d699b6edb2a1703dcedc5",0.0720405683618369,65.3184237519124,"F"
"00d589c8813e56a59e7b9eb7e8bd8a5127a070a2",0,29.4062905727016,"F"
"00d6c1ec38831926aeca18895c76fdd197c8c8c2",0.165965826421282,33.8770014136997,"F"
"00d8f67e3c22399da9664c898845c4846774807e",0.129558615716426,54.2677057248185,"F"
"00e976f17d4f1c975695622db963c70927143db6",2.04860078636686,43.3751576206847,"F"
"00ea5138a5e00f87d22a74b37fe89c4e2edd7032",0.153931523572275,69.8837522135062,"F"
"00f052d88db16bc9fa6d87df89ccf7e1d5ff563e",0.109890623262073,97.252214280702,"M"
"00f31f532324f6df048a68fe66c62ee67e09e16d",0.127834025544165,50.5073211923304,"M"
"00f455843e9fdab59647d98c15628a9b2ffcb189",0.0349183490960477,58.7387016068031,"M"
"00f6464d1933b4096b250cffedc05dc6173b28ac",0.0713298838253197,40.9276457538326,"F"
"00f68ff4b2479b0ee21fda313c22e2059b48cc7d",0,94.7962207306848,"M"
"00f7c12d8f9bc4671b244a6f7f03243314809936",0.208923586402322,67.5435809741174,"M"
"00fbeb59adf30aadd3f36ead4a436bfe571424b5",0.23559680996953,64.9875492148317,"F"
"010a445cccf7390da8ba2754089f12b5508c0795",0.101826859922411,20.6598669670071,"F"
"010eec055a919ab3562f36adb453eb9a7bfc3147",0.661046718320724,43.1206574404845,"M"
"0116a8e91f71eeb38ce47536d9473a1398baed13",0.613430233909479,68.9569100601625,"F"
"011aa73c45883b1f969e10fbf49aaa76034f1263",0.814570503525248,83.9832960741184,"F"
"011ffd8072519ec6eb2b9e9f7b649356d3f7c42e",0,52.0200583242503,"F"
"012499e963d87d58fa69ce72a45f8b1e5383471e",0,55.3285331631939,"F"
"012c4ba2509df5dea352fbc4222215a07f8d119e",0.0716610408940239,43.7841038283825,"M"
"012d3c771d88cb16729d2f786afb8d99e5670c38",0.107323805598035,41.8302456456192,"F"
"012fde53dfc8ff942e731f6026a0aaaa1ba8e69b",0,19.4233459872691,"M"
"0135099d4ef9472023242ecf5b7b92d5ce542421",0.00304056361541676,52.0909671421119,"F"
"0136ab6f5c9b3ada944f78e87b7d2a55b83bb168",0.00685523165669935,38.7594604773584,"M"
"013adbf32d306852430047d81bdb2d0917c436ff",0.0799083562410208,30.5866726334263,"F"
